title,level1,level2,level3,description
White chard,Fruits & vegetables,Vegetables,Other vegetables,"Whether you call it mangold or chard, this great vegetable is on trend. And thanks to its high calcium and potassium content it's also healthy. But be warned, once it's cooked, don't reheat it. This chard comes naturally from Switzerland!"
Bio Jerusalem artichoke,Fruits & vegetables,Vegetables,Other vegetables,"Under the ground they look like potatoes, above ground, they look like sunflowers without flowers. Jerusalem artichokes are very healthy energy sources - with an exquisite flavour. These organic Jerusalem artichokes from Farmy originate from guaranteed sustainable Swiss organic farming - with love for animals, humans and nature."
Pumpkin Butternut,Fruits & vegetables,Vegetables,Other vegetables,This butternut squash is one of the best things that the pumpkin season has to offer.
Bio Black salsify,Fruits & vegetables,Vegetables,Other vegetables,"Salsify are actually white - at least the edible part of them is. The black exterior is the shell and often the soil, from which they originate. In the case of organic salsify from Farmy that is of course untreated Swiss soil - guaranteed from sustainable agriculture and with a passion for quality."
"Wild herb salad, 250g",Fruits & vegetables,Salad,Packaged salads,"Wild herb salad from Keltenhof - The colorful salad mixture for your delicious dinner. Always fresh, healthy and tastes of summer!"
"Yellow Marguerites, ca. 12 pieces, 20g",Fruits & vegetables,Salad,Packaged salads,"The yellow, large flower is very suitable for decorating plate dishes. A bowl of 12 hand-picked, fresh daisies."
"Bio Potatoes Mulberry Red, unwashed",Fruits & vegetables,Root vegetables,Potatoes,Product description follows soon.
"Laura potatoes, washed",Fruits & vegetables,Root vegetables,Potatoes,Laura is very popular among newborn babies in Switzerland and also on Swiss plates. The red-skinned variety has yellow flesh and is rather mealy. It is versatile and has good storage properties.
"Potatoes Rollerli Anabelle, washed",Fruits & vegetables,Root vegetables,Potatoes,"Small, round and crisp: These are the Rollerli! Ideal for a warm potato salad with crispy onions and dill."
"Bio Sweet Potatoes, washed",Fruits & vegetables,Root vegetables,Potatoes,"When cooked, they look like pumpkin; when raw, they look like potatoes. And they taste sweet and full-bodied: Sweet potatoes are primarily served in early autumn, a sweet source of vitamins for many a veggie-hater. Because sweet potatoes need a tropical climate, our organic sweet potatoes come from Spain -- because we northerners want to enjoy these nutritious tubers, too!"
"Potatoes waxy, washed",Fruits & vegetables,Root vegetables,Potatoes,"Charlotte and Venezia are early-ripening potatoes, and as such are firm and crisp - freshly harvested from the fields from Brunner GemÃ¼se Bau. With its elegant shape and velvety yellow flesh, it's perfect as Geschwellti, potato salad or a luxury version of French fries."
Bio Fennel,Fruits & vegetables,Root vegetables,Radish & fennel,"Either you love it or you... love it. Fennel gets its characteristic aniseed taste thanks to the wonderful-sounding 'Oleum Foeniculi'. Either raw or cooked it's easily digestible and also very healthy. Fresh from Steinmaur, naturally Bio Bud certified."
Kohlrabi,Fruits & vegetables,Root vegetables,Radish & fennel,"Kohlrabi is delicious and perfect in lots of dishes - and when it comes from GemÃ¼se KÃ¤ser & Co., it guaranteed to be the best Swiss quality."
"Bio Blueberries, 125g",Fruits & vegetables,Fruits,Red fruits & berries,"Bilberry, blackberry or blueberry: this berry has as many sides as it has names. Dried, they are considered a remedy for gastrointestinal complaints, but fresh from the bush they are no less healthy and delicious."
"Bio Blueberries, 250g",Fruits & vegetables,Fruits,Red fruits & berries,"These little berries have dozens of uses. Dried, they are a healing help against stomach and bowel problems, fresh from the bush, they are no less healthy and gorgeous. Sun-ripened in Zell and BioSuisse certified, of course."
"Bio Redcurrants, 250g",Fruits & vegetables,Fruits,Red fruits & berries,"Lucky events rarely come alone - in the case of redcurrants, there are quite a lot of little red happiness-bringers. Because whatever you call these berries, they are guaranteed to awaken your summer spirit."
"Rasperries, 250g",Fruits & vegetables,Fruits,Red fruits & berries,"If she's there, summer's definitely not far off. The summer messenger and darling of many must be consumed as quickly as possible because the berries do not last long. However, they can also be frozen well for desserts and smoothies."
Baby Leaf Salad,Fruits & vegetables,Salad,Salads,The young leaves of this baby leaf salad are delicate and fine but just as healthy as their larger counterparts.
Bio Green Lettuce,Fruits & vegetables,Salad,Salads,"This lettuce is the green darling of Switzerland - no wonder as it's so healthy and tasty. This one has been cultivated by BioLand in Steinmaur with a lot of love and care and is, of course, BioSuisse certified."
Bio Green oak leaf salad,Fruits & vegetables,Salad,Salads,"It's obvious where the oak leaf lettuce gets its name from. But its unique nutty flavour has to be tasted to be believed. This one comes from BioLand and is Bio Bud certified. Unfortunately, it doesn't keep much more than a day in a refrigerator... so hop to it!"
Bio Iceberg lettuce,Fruits & vegetables,Salad,Salads,"The favourite among salads - the iceberg lettuce. Where did it get its name? Before the days of the refrigerator, they were transported in railway wagons filled with ice blocks to keep them fresh and crisp. Fortunately this is now easier!"
Bio Lettuce hearts,Fruits & vegetables,Salad,Salads,"This lettuce is the green darling of Switzerland - no wonder as it's so healthy and tasty. These lettuce hearts are the crunchy inside part of the popular salad. Depending on availability, you will either receive red or green lettuce hearts."
"Bio Mini Romaine lettuce, green",Fruits & vegetables,Salad,Salads,"A real antique. This lettuce was loved in ancient Rome, which is why it is known as ""Romana"" or ""Romaine"". It is more durable than other types of salad leaves - though not quite 3,000 years. This is the smaller variant of the large romaine lettuce - from BioLand and Bio Bud certified."
"Bio red oak leaf salad, ca. 350g",Fruits & vegetables,Salad,Salads,"It's obvious where the oak leaf lettuce gets its name from. But its unique nutty flavour has to be tasted to be believed, and the red version also has a slight, pleasant bitterness to it. This one comes from BioLand in Steinmaur and is Bio Bud certified. Unfortunately, it doesn't keep much more than a day in a refrigerator... so hop to it!"
Bio Rucola,Fruits & vegetables,Salad,Salads,"Rucola, rocket or arugula - it's originally from Germany and has made its way via Italy back up North. This nutty salad is unmistakeable thanks to its bitter, spicy flavour. It may get mixed up with the poisonous groundsel plant, but with this rocket from Steinmaur this is guaranteed never to happen - fresh and natural, and certified with the Bio Bud."
FrisÃ©e endive salad green,Fruits & vegetables,Salad,Salads,"FrisÃ©e doesn't mean frizzy, it means curly. The FrisÃ©e salad does in fact look rather frizzy - but it tastes great anyway. The curly-leaved endive comes fresh and happy from Swiss farms."
Green lollo,Fruits & vegetables,Salad,Salads,"Curly lollo green isn't just fun to look at, it also brings some spice and flavour to your salad."
Green oak leaf salad,Fruits & vegetables,Salad,Salads,"It's obvious where the oak leaf lettuce gets its name from. But its unique nutty flavor has to be tasted to be believed. This one comes from. Unfortunately, it doesn't keep much more than a day in a refrigerator... so hop to it!"
Iceberg salad,Fruits & vegetables,Salad,Salads,The crunchy favourite in the salad bowl: everyone loves iceberg lettuce. Especially because it stays fresh and lovely for a long time. Naturally from Switzerland.
Red lollo,Fruits & vegetables,Salad,Salads,"Curly red lollo isn't just fun to look at, it also brings some spice and flavour to your salad."
Sugarloaf lettuce,Fruits & vegetables,Salad,Salads,"Ensures freshness in your salad: the Sugarloaf is aromatic and crisp. However, it's certainly not sweet - only its shape is reminiscent of a sweet sugarloaf. The taste of Sugarloaf is similar to chicory - although unlike chicory, Sugarloaf can also be used in gratins. A real all-rounder!"
"Bio Alfalfa sprouts, 70g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,"Alfalfa sprouts have it all. Plenty of protein, vitamins and minerals, but few calories, which will please you diet conscious ladies and gents. That this Lucerne alfalfa, as it is also called, actually comes from Lucerne, is pure coincidence - the Biohof Schmid farm has produced sprouts of all kinds for many yeas. Naturally organic and not genetically modified."
"Bio Moyashi sprouts, mung bean, 250g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,"Mung bean sprouts are often confused with beansprouts. Although they are very similar, those from mung beans are a little more powerful. These sprouts from the Biohof Schmid farm are made by organic germination and contain so much healthy stuff we're not sure where to start..."
"Bio Radish shoots, violett, 50g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,"For all those who need a little spice in their lives, we recommend these spicy radish shoots. They're great in salads, soups or vegetable dishes - but add after cooking. A sprout is a natural wonder, which grows from a seed with just warmth, light and movement - and this is exactly the speciality of the Biohof Schmid farm in the canton of Lucerne. Naturally organic and not genetically modified."
"Bio Sprouts Red Clover, 70g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,"Red clover sprouts are rich in protein and vital substances. They taste slightly nutty and harmonize with many different dishes, they also go well with soup."
"Bio Sprouts Sandwich Mix, 70g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,Product description follows soon.
"Microgreen random mix, 80g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,"The Microgreens Querbeet Mix from UMAMI consists of the three Microgreens varieties Radish, Radish and Arugula Greeens. The spicy sharpness of radish and radish together with the nutty aroma of arugula provide a real taste ecstasy."
"Microgreens Asiamix CH, 25g",Fruits & vegetables,Fresh herbs & spices,Sprouts & shoots,"The fine microgreens Asiamix come from the start-up UMAMI and are produced in the heart of Zurich. The small plants are grown from organic seeds under natural conditions and without the use of pesticides, herbicides, antibiotics or hormones."
